"MSSubClass","LotFrontage","LotArea","OverallQual","OverallCond","MasVnrArea","BsmtFinSF1","BsmtUnfSF","TotalBsmtSF","X2ndFlrSF","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","TotRmsAbvGrd","Fireplaces","GarageYrBlt","GarageCars","WoodDeckSF","OpenPorchSF","SalePrice"
190,60,11340,4,6,0,0,777,777,1044,0,0,2,0,4,11,0,1971,2,0,0,122500
60,95.6,16545,8,5,731,781,503,1284,1140,1,0,2,1,3,7,1,1998,3,0,126,340000
20,71,9204,5,5,0,25,247,1144,0,1,0,1,1,3,6,0,1962,1,0,88,124000
20,77.5,16381,6,5,312,1110,734,1844,0,1,0,2,0,3,7,1,1969,2,0,73,223000
60,90,11700,6,6,420,404,304,708,708,0,0,2,1,3,7,1,1968,2,0,169,179900
120,53,4043,6,5,0,360,709,1069,0,0,0,2,0,2,4,1,1977,2,0,55,127500
120,37,4435,6,5,170,686,162,848,0,1,0,1,0,1,3,0,2003,2,140,0,136500
80,102.8,19690,6,7,0,0,697,697,626,0,0,2,0,4,8,1,1966,2,586,236,274970
20,76.6,9503,5,5,0,457,193,1024,0,1,0,1,0,2,6,1,1970,1,316,28,144000
20,80,10721,6,6,243,0,1252,1252,0,0,0,1,0,3,7,0,1960,2,0,39,142000
60,81,10944,7,5,448,1000,223,1223,904,1,0,2,1,3,5,2,1994,2,171,132,271000
50,60,10930,5,6,0,580,333,913,510,1,0,1,1,3,6,1,1962,1,0,0,140000
30,60,7200,5,7,294,510,278,788,0,1,0,1,0,2,4,2,1940,1,0,0,119000
20,82.1428571428571,12546,6,7,310,678,762,1440,0,0,0,2,0,3,7,1,1981,2,0,0,182900
60,60,21930,5,5,0,0,732,732,1104,0,0,2,1,4,7,1,2005,2,100,40,192140
120,54.6666666666667,4928,6,6,0,958,0,958,0,0,0,2,0,2,5,0,1976,2,0,60,143750
30,60,10800,4,6,0,0,656,656,0,0,0,2,0,4,5,0,1928,1,0,0,64500
60,93,10261,6,5,318,0,936,936,830,1,0,2,1,3,8,1,2000,2,0,0,186500
20,80,17400,5,5,0,936,190,1126,0,1,0,2,0,3,5,1,1977,2,295,41,160000
20,80,8400,6,9,237,0,1319,1319,0,1,0,1,1,3,7,1,1962,2,0,36,174000
20,60,9000,4,6,0,616,248,864,0,0,0,1,0,3,5,0,1974,2,0,0,120500
20,96,12444,8,5,426,1336,596,1932,0,1,0,2,0,2,7,1,2008,3,0,66,394617
20,90,7407,6,7,0,600,312,912,0,1,0,1,0,2,6,0,1957,2,0,158,149700
60,80,11584,7,6,96,315,114,539,685,0,0,2,1,3,6,1,1979,2,0,88,197000
70,79,11526,6,7,0,0,588,588,748,0,0,2,0,3,11,1,1993,2,431,0,191000
120,32.625,4426,6,5,147,697,151,848,0,1,0,1,0,1,3,1,2004,2,149,0,149300
60,85,11003,10,5,160,765,252,1017,981,1,0,2,1,3,10,1,2008,3,168,52,310000
30,67.3333333333333,8854,6,6,0,0,952,952,0,0,0,1,0,2,4,1,1916,1,0,98,121000
20,63,8500,7,5,106,0,1422,1422,0,0,0,2,0,3,7,0,2004,2,192,60,179600
85,70,8400,6,5,0,187,0,814,0,1,0,1,0,3,6,0,1990,1,0,0,129000
20,80.5,26142,5,7,189,593,595,1188,0,0,0,1,0,3,6,0,1962,1,261,39,157900
60,80,10000,8,5,438,1079,141,1220,870,1,0,2,1,3,8,1,1995,2,0,65,240000
50,70,11767,4,7,0,0,560,560,550,0,0,1,1,2,6,0,1950,1,168,24,112000
180,21,1533,5,7,0,553,77,630,0,1,0,1,0,1,3,0,1968.11111111111,0,0,0,92000
90,60,9000,5,5,0,0,896,896,896,0,0,2,2,4,8,0,1938.4,0,32,45,136000
20,78,9262,8,5,194,0,1573,1573,0,0,0,2,0,3,7,1,2008,3,0,36,287090
180,35,3675,5,5,80,547,0,547,0,1,0,1,0,2,5,0,2005,2,0,28,145000
20,90,17217,5,5,0,0,1140,1140,0,0,0,1,0,3,6,0,1951.7,0,36,56,84500
20,62,7500,7,5,0,410,811,1221,0,1,0,2,0,2,6,0,2004,2,0,113,185000
60,62,7917,6,5,0,0,953,953,694,0,0,2,1,3,7,1,1999,2,0,40,175000
20,85,13175,6,6,119,790,589,1542,0,1,0,2,0,3,7,2,1978,2,349,0,210000
70,66,9042,7,9,0,275,877,1152,1152,0,0,2,0,4,9,2,1941,1,0,60,266500
20,68,9717,5,6,0,49,0,1078,0,1,0,1,0,2,5,0,1950,1,366,0,142125
20,75,9937,5,6,0,830,136,1256,0,1,0,1,1,3,6,0,1965,1,736,68,147500
